,Method,MAE,RMSE,R,SIM,FSD,NSE
0,ARIMA_SVR,15.907028862022093,22.376459259474974,-0.5339143639830629,0.7950868287952293,1.9491801391668595,-1.4704191658567747
1,ARIMA_KNN,16.08964191595983,22.995480167746468,-0.6741168726351772,0.7962523379102944,1.9361455947007886,-1.608992790136087
2,ARIMA_RF,16.113573911126807,22.512657618467898,-0.5544736422559363,0.7923101536440541,1.9510717336606462,-1.500583993650241
