,Method,MAE,RMSE,R,SIM,FSD,NSE
0,ARIMA_SVR,26.469671292958907,30.182209623657112,-0.5325723453421827,0.6906400360202558,1.9596920140600158,-4.123537610219324
1,ARIMA_KNN,26.227519585109672,30.018081636827123,-0.5064429945120383,0.6933327231549836,1.9523066178613449,-4.067966496409577
2,ARIMA_RF,26.593482830450487,30.257330954235492,-0.5336048886336605,0.6892507527248616,1.9619804222008266,-4.149073576288063
