,Method,MAE,RMSE,R,SIM,FSD,NSE
0,ARIMA_SVR,1.6964365896008076,2.113726554908272,0.8374634001944344,0.773792657723282,1.9547367232151278,-0.6930761911713486
1,ARIMA_KNN,1.5404461043576514,2.143163921602658,0.36013131973814233,0.7991120467496952,1.9652518342811793,-0.7405627096308871
2,ARIMA_RF,1.8294922671159195,2.0551368975289654,0.867254856110611,0.7439951091244748,1.9621979688670224,-0.6005174319269408
