,Method,MAE,RMSE,R,SIM,FSD,NSE
0,ARIMA_SVR,4.533643062150001,5.50201134261445,0.059170356285689035,0.6565908781442351,1.9497247392655765,-6.532071791366154
1,ARIMA_KNN,3.8093578168030717,4.710340540273042,-0.269216980023388,0.692762708154623,1.961824646602938,-4.520470587937663
2,ARIMA_RF,4.712836788328569,5.643851943886816,-0.03161492183340266,0.6421450684438634,1.9536875135981222,-6.925427777261618
