,Method,MAE,RMSE,R,SIM,FSD,NSE
0,ARIMA_SVR,24.50506319441081,29.19524189108194,-0.5999839741880943,0.7136162052674018,1.9538048109718433,-3.1212711941208875
1,ARIMA_KNN,24.360150793834464,29.125555583274615,-0.5851074032887246,0.7156510075699877,1.9471547962375424,-3.101620497690364
2,ARIMA_RF,24.589553075300916,29.199495694133788,-0.5887553043505636,0.7123050797207582,1.9567320941774176,-3.1224722359347723
