,Method,MAE,RMSE,R,SIM,FSD,NSE
0,ARIMA_SVR,62.554831145091605,80.07412599366997,-0.356864350168784,0.7453385586560526,1.9667192893711636,-1.6302392367199294
1,ARIMA_KNN,62.31289755737463,79.88251290917509,-0.2928000916930039,0.7462671589917148,1.958532302724072,-1.6176662554118018
2,ARIMA_RF,62.65202095112313,80.12913344954141,-0.364582105288232,0.7449037870180988,1.9690717445064343,-1.6338541987902988
