url,title,titleComplete,description,imageUrl,genres,asin,isbn,isbn13,publisher,series,author,publishDate,characters,ratingHistogram,ratingsCount,reviewsCount,numPages,language,places
https://www.goodreads.com/book/show/29579.Foundation,Foundation,"Foundation (Foundation, #1)","The first novel in Isaac Asimov's classic science-fiction masterpiece, the Foundation series For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying. But only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future--to a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save humankind, Seldon gathers the best minds in the Empire--both scientists and scholars--and brings them to a bleak planet at the edge of the galaxy to serve as a beacon of hope for future generations. He calls his sanctuary the Foundation.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579.jpg,"Space, Fiction, Audiobook, Science Fiction, Space Opera, Classics, Fantasy, Speculative Fiction, Novels, Science Fiction Fantasy",0553803719,0553803719,9780553803716.0,Bantam,"Greater Foundation Universe, Foundation (Publication Order), Foundation (Chronological Order)",Isaac Asimov,1086073200000.0,"Hari Seldon, Salvor Hardin, Hober Mallow","10178, 21850, 84337, 177130, 250872",544367.0,16830.0,244.0,English,
https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,The Poisonwood Bible,The Poisonwood Bible,"The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1644073807i/7244.jpg,"Fiction, Religion, Literary Fiction, Historical, Literature, Classics, Adult Fiction, Novels, Africa, Historical Fiction",0060786507,0060786507,9780060786502.0,Harper Perennial Modern Classics,,Barbara Kingsolver,1117522800000.0,"Ruth May Price, Orleanna Price, Reverend & Mrs. Underdown, Adah Price, Nathan Price, Dr Bud Wharton, Rachel Rebeccah Price, Leah Price","24044, 39480, 114358, 232128, 338208",748218.0,27944.0,546.0,English,"Leopoldville, Kilanga, Bethlehem, Georgia, Sanderling Island, Georgia"
https://www.goodreads.com/book/show/18521.A_Room_of_One_s_Own,A Room of One’s Own,A Room of One’s Own,"A Room of One's Own is an extended essay by Virginia Woolf. First published on the 24th of October, 1929, the essay was based on a series of lectures she delivered at Newnham College and Girton College, two women's colleges at Cambridge University in October 1928. While this extended essay in fact employs a fictional narrator and narrative to explore women both as writers and characters in fiction, the manuscript for the delivery of the series of lectures, titled Women and Fiction, and hence the essay, are considered nonfiction. The essay is seen as a feminist text, and is noted in its argument for both a literal and figural space for women writers within a literary tradition dominated by patriarchy.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327883012i/18521.jpg,"20th Century, Writing, Womens, Feminism, Literature, Classics, British Literature, Essays, Nonfiction, Philosophy",0141183535,,,Penguin Books,,Virginia Woolf,946713600000.0,,"2160, 6524, 30383, 77757, 94644",211468.0,18050.0,112.0,English,
https://www.goodreads.com/book/show/7728.Antigone,Antigone,"Antigone (The Theban Plays, #3)","The curse placed on Oedipus lingers and haunts a younger generation in this new and brilliant translation of Sophocles' classic drama. The daughter of Oedipus and Jocasta, Antigone is an unconventional heroine who pits her beliefs against the King of Thebes in a bloody test of wills that leaves few unharmed. Emotions fly as she challenges the king for the right to bury her own brother. Determined but doomed, Antigone shows her inner strength throughout the play.Antigone raises issues of law and morality that are just as relevant today as they were more than two thousand years ago. Whether this is your first reading or your twentieth, Antigone will move you as few pieces of literature can.To make this quintessential Greek drama more accessible to the modern reader, this Prestwick House Literary Touchstone Edition includes a glossary of difficult terms, a list of vocabulary words, and convenient sidebar notes. By providing these, it is our intention that readers will more fully enjoy the beauty, wisdom, and intent of the play.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1486701308i/7728.jpg,"Theatre, Fiction, Read For School, Mythology, Literature, School, Classics, High School, Plays, Tragedy",1580493882,1580493882,9781580493888.0,"Prestwick House, Inc.",The Theban Plays,Sophocles,1133337600000.0,"Antigone, Haemon, Tiresias, Creon, Ismene, Eurydice (wife of Creon)","3868, 14656, 47499, 52633, 36794",155450.0,6522.0,80.0,English,
https://www.goodreads.com/book/show/9067850-the-throne-of-fire,The Throne of Fire,"The Throne of Fire (The Kane Chronicles, #2)","Ever since the gods of Ancient Egypt were unleashed in the modern world, Carter Kane and his sister Sadie have been in trouble. As descendants of the House of Life, the Kanes have some powers at their command, but the devious gods haven't given them much time to master their skills at Brooklyn House, which has become a training ground for young magicians. And now their most threatening enemy yet - the chaos snake Apophis - is rising. If they don't prevent him from breaking free in a few days' time, the world will come to an end. In other words, it's a typical week for the Kane family. To have any chance of battling the Forces of Chaos, the Kanes must revive the sun god Ra. But that would be a feat more powerful than any magician has ever accomplished. First they have to search the world for the three sections of the Book of Ra, then they have to learn how to chant its spells. Oh, and did we mention that no one knows where Ra is exactly? Narrated in two different wisecracking voices, featuring a large cast of new and unforgettable characters, and with adventures spanning the globe, this second installment in the Kane Chronicles is nothing short of a thrill ride.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1661018148i/9067850.jpg,"Fiction, Young Adult, Childrens, Middle Grade, Magic, Mythology, Adventure, Urban Fantasy, Fantasy, Young Adult Fantasy",,1423140567,9781423140566.0,Hyperion Books for Children,The Kane Chronicles,Rick Riordan,1304406000000.0,"Ra, Walt Stone, Sadie Kane, Taweret, Isis, Horus (God), Set, Bes, Anubis, Sobek, Nephthys, Apophis, Carter Kane, Nekhbet, Bast, Zia Rashid, Vladimir Menshikov, Khufu, Thoth, Babi, Khepri, Ptah, Osiris (Egyptian god), Khnum, Khonsu","1843, 6176, 34591, 75513, 92875",210998.0,7607.0,452.0,English,"Alexandria, Duat, St. Petersburg, Egypt, Russian Federation, London, England, Brooklyn, New York City, New York, England"
https://www.goodreads.com/book/show/89073278-black-fire,Black Fire,Black Fire,"Major Tommy Black is at the crossroads of a brilliant, clandestine career. Lost... without purpose or mission. His life in sealed records and whispered stories of his violent exploits. Devastated and blaming himself when a member of his covert task force commits suicide, but when the man’s daughter is kidnapped, Black, the man with “a talent for violence,” sacrifices all for the nearly impossible chance to save the girl... and maybe his soul.For fans of Robert Ludlum and Lee Child, BLACK FIRE is a “tour de force of explosive action” that takes the reader on an epic, breathtaking adventure from the exotic Indian Ocean island of Mauritius to the remote interior of South Africa and across Europe into the towering mountains of Central Asia, and introduces a riveting new hero to cheer along with Reacher and Bourne — Tommy Black.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1674923770i/89073278.jpg,"Fiction, Thriller",B0BSSD7CVL,,9798985170047.0,Falling Up Publishing,,William Kely McClung,1677312000000.0,,"82, 211, 282, 2356, 2578",5509.0,42.0,517.0,English,"South Africa, Mauritius"
https://www.goodreads.com/book/show/27712.The_Neverending_Story,The Neverending Story,The Neverending Story,"This epic work of the imagination has captured the hearts of millions of readers worldwide since it was first published. Its special story within a story is an irresistible invitation for readers to become part of the book itself. The story begins with a lonely boy named Bastian and the strange book that draws him into the beautiful but doomed world of Fantastica. Only a human can save this enchanted place by giving its ruler, the Childlike Empress, a new name. But the journey to her tower leads through lands of dragons, giants, monsters, and magic, and once Bastian begins his quest, he may never return. As he is drawn deeper into Fantastica, he must find the courage to face unspeakable foes and the mysteries of his own heart. Readers, too, can travel to the wondrous, unforgettable world of Fantastica if they will just turn the page...",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554230952i/27712.jpg,"Fiction, Young Adult, Childrens, Middle Grade, Science Fiction Fantasy, Adventure, Books About Books, Classics, Fantasy, German Literature",0525457585,0525457585,9780525457589.0,Dutton Children's Books,,"Ralph Manheim, Michael Ende",852105600000.0,"Karl Konrad Koreander, Xayide, Bastian Balthazar Bux, Gmork, Falkor, The Childlike Empress, Uyulala, Atreyu, Morla, The Old Man of Wandering Mountain, Grograman","2955, 7870, 33459, 64304, 94519",203107.0,9697.0,396.0,English,"Germany, Fantastica"
https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,The Remains of the Day,The Remains of the Day,"Librarian's note: See alternate cover edition of ISBN 0571225381 here.In the summer of 1956, Stevens, a long-serving butler at Darlington Hall, decides to take a motoring trip through the West Country. The six-day excursion becomes a journey into the past of Stevens and England, a past that takes in fascism, two world wars, and an unrealised love between the butler and his housekeeper.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327128714i/28921.jpg,"20th Century, Fiction, Literary Fiction, Audiobook, Historical, Literature, Classics, British Literature, Novels, Historical Fiction",,,,Faber & Faber,,Kazuo Ishiguro,1104566400000.0,"Miss Kenton, Senator Lewis, Reginald Cardinal, William Stevens, M. Dupont, James Stevens, Mr. Farraday, Lord Darlington","3289, 11515, 50533, 116676, 126423",308436.0,24744.0,258.0,English,"United Kingdom, England"
https://www.goodreads.com/book/show/872333.Blue_Bloods,Blue Bloods,"Blue Bloods (Blue Bloods, #1)","When the Mayflower set sail in 1620, it carried on board the men and women who would shape America: Miles Standish; John Alden; Constance Hopkins. But some among the Pilgrims were not pure of heart; they were not escaping religious persecution. Indeed, they were not even human. They were vampires.The vampires assimilated quickly into the New World. Rising to levels of enormous power, wealth, and influence, they were the celebrated blue bloods of American society. The Blue Bloods vowed that their immortal status would remain a closely guarded secret. And they kept that secret for centuries. But now, in New York City, the secret is seeping out. Schuyler Van Alen is a sophomore at a prestigious private school. She prefers baggy, vintage clothes instead of the Prada and pearls worn by her classmates, and she lives with her reclusive grandmother in a dilapated mansion. Schuyler is a loner...and happy that way. Suddenly, when she turns fifteen, there is a visible mosaic of blue veins on her arm. She starts to crave raw food and she is having flashbacks to ancient times. Then a popular girl from her school is found dead... drained of all her blood. Schuyler doesn't know what to think, but she wants to find out the secrets the Blue Bloods are keeping. But is she herself in danger?",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1322281515i/872333.jpg,"Fiction, Paranormal, Vampires, Supernatural, Young Adult, Paranormal Romance, Angels, Urban Fantasy, Romance, Fantasy",0786838922,0786838922,9780786838929.0,Hyperion,Blue Bloods,Melissa de la Cruz,1174978800000.0,"Charles Force, Cordelia Van Alen, Oliver Hazard-Perry, Schuyler Van Alen, Jack Force, Bliss Llewellyn, Aggie Carondolet, Mimi Force, Dylan Ward","6807, 14287, 36993, 40335, 43348",141770.0,5234.0,302.0,English,"Manhattan, New York City, New York"
https://www.goodreads.com/book/show/40605251-the-mists-of-avalon,The Mists of Avalon,"The Mists of Avalon (Avalon, #1)","Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529610467i/40605251.jpg,"Fiction, Arthurian, Historical, Magic, Mythology, Science Fiction Fantasy, Classics, Fantasy, Romance, Historical Fiction",B000FC1JCQ,,,Ballantine Books,"Les Dames du lac, Avalon (Chronological Order), Avalon (Publication Order)",Marion Zimmer Bradley,1527836400000.0,"King Arthur, Morgaine, Gwenhwyfar, Igraine, Gorlois, Uriens, Viviane, Morgause, Kevin, the Bard, Lancelot du Lac, Uther, Accolon, Merlin (Arthurian wizard)","4740, 9873, 33546, 64947, 94038",207144.0,7620.0,1009.0,English,"Avalon, Camelot"
https://www.goodreads.com/book/show/682804.The_Killer_Angels,The Killer Angels,"The Killer Angels (The Civil War Trilogy, #2)","In the four most bloody and courageous days of our nation's history, two armies fought for two dreams. One dreamed of freedom, the other of a way of life. Far more than rifles and bullets were carried into battle. There were memories. There were promises. There was love. And far more than men fell on those Pennsylvania fields. Shattered futures, forgotten innocence, and crippled beauty were also the casualties of war. The Killer Angels is unique, sweeping, unforgettable—a dramatic re-creation of the battleground for America's destiny.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1355371689i/682804.jpg,"Civil War, War, Fiction, American Civil War, Military Fiction, Historical, School, Classics, American History, Historical Fiction",0345348109,0345348109,9780345348104.0,Ballantine Books,The Civil War Trilogy,Michael Shaara,555750000000.0,"Joshua Chamberlain, Robert E. Lee, James Longstreet, George Pickett","1016, 2319, 9999, 27427, 45942",86703.0,5587.0,345.0,English,"Pennsylvania, Gettysburg, Pennsylvania"
https://www.goodreads.com/book/show/40792344-mere-christianity,Mere Christianity,Mere Christianity,"Mere Christianity is C.S. Lewis's forceful and accessible doctrine of Christian belief. First heard as informal radio broadcasts and then published as three separate books — The Case for Christianity, Christian Behavior, and Beyond Personality — Mere Christianity brings together what Lewis saw as the fundamental truths of the religion. Rejecting the boundaries that divide Christianity's many denominations, C.S. Lewis finds a common ground on which all those who have Christian faith can stand together, proving that ""at the centre of each there is something, or a Someone, who against all divergences of belief, all differences of temperament, all memories of mutual persecution, speaks the same voice.""",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531409863i/40792344.jpg,"Christian Living, Religion, Theology, Faith, Christianity, Christian, Classics, Spirituality, Philosophy, Nonfiction",B07F799QGM,,,,,C.S. Lewis,1530514800000.0,,"9982, 12403, 42743, 108269, 246193",419590.0,12705.0,98.0,English,
https://www.goodreads.com/book/show/17717.Labyrinths,Labyrinths: Selected Stories & Other Writings,Labyrinths: Selected Stories & Other Writings,"Although his work has been restricted to the short story, the essay, and poetry, Jorge Luis Borges of Argentina is recognized all over the world as one of the most original and significant figures in modern literature. In his preface, Andre Maurois writes: ""Borges is a great writer who has composed only little essays or short narratives. Yet they suffice for us to call him great because of their wonderful intelligence, their wealth of invention, and their tight, almost mathematical style.""Labyrinths is a representative selection of Borges' writing, some forty pieces drawn from various books of his published over the years. The translations are by Harriet de Onis, Anthony Kerrigan, and others, including the editors, who have provided a biographical and critical introduction, as well as an extensive bibliography.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1691959914i/17717.jpg,"Magical Realism, Fiction, Essays, Short Stories, Literary Fiction, Literature, Classics, Latin American, Fantasy, Philosophy",0811200124,0811200124,9780811200127.0,New Directions,,"André Maurois, James E. Irby, Jorge Luis Borges, Donald A. Yates",-189360000000.0,,"247, 701, 2939, 8683, 19325",31895.0,1805.0,260.0,English,
https://www.goodreads.com/book/show/838729.The_Return_of_the_King,The Return of the King,"The Return of the King (The Lord of the Rings, #3)","In the third volume of The Lord of the Rings trilogy the good and evil forces join battle, and we see that the triumph of good is not absolute. The Third Age of Middle-earth ends, and the age of the dominion of Men begins.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1574117762i/838729.jpg,"Fiction, High Fantasy, Audiobook, Epic Fantasy, Adult, Adventure, Literature, Fantasy, Novels, Science Fiction Fantasy",0345240340,0345240340,9780345240347.0,Ballantine Books,The Lord of the Rings,J.R.R. Tolkien,142844400000.0,"Meriadoc Brandybuck, Sam Gamgee, Éomer, Galadriel, Arwen Undómiel, Bilbo Baggins, Saruman, Gandalf, Frodo Baggins, Legolas, Elrond Half-elven, Faramir, Éowyn, Gimli, Peregrin Took, Gollum, Aragorn","4646, 12104, 64917, 213181, 620620",915468.0,19039.0,385.0,English,Middle-earth
https://www.goodreads.com/book/show/18334354-quantum-roots,Quantum Roots,"Quantum Roots (Quantum Roots, #1)","Federal agents, Alexis Grumman and Jeremy Wade track down a current day vigilante, whose fingerprints match those of a Korean War veteran. Author Kyle Keyes uses characters from two previous novels, to promote a theory that particle energy formats with a quantum root system, that can bypass time and space. Keyes believes that such fiction could turn to fact as we move into the age of quantum mechanics. Adventure fans everywhere should delight in this fast paced action story, that brings yesterday's gun play back to settle cyber-age injustice. Synopsis: Jesse Joe Jacks was born sometime during the snow blizzard of 1923. The Lower Elk County, game warden died from a lightning strike on July 23, 1959, while wearing a sheriff's star. Olan Chapman came to life in August of 1974 and found a computer career with a center city, electronics firm. Chapman drinks heavy and is haunted by flashbacks of an older sister, lost to an unsolved case of gang rape and murder. Jacks loved nature and lived to protect wildlife. He stood tall and fought to uphold justice. Jacks was also a crack shot with a firearm - any firearm. Chapman attends the theatre, plays piano and at one time led a march against the National Rifle Association. Both men have the same fingerprints, much to the chagrin of Lt General Alexis Grumman who heads the federal department for para-normal activities. Working with special agent, Jeremy Wade, Grumman breaks open the case when Chapman's fingerprints also match those of the vigilante.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376602412i/18334354.jpg,"Drama, Fiction, Young Adult, Science Fiction, Contemporary, Adult, Thriller, Adventure, Mystery, Novels",1478392673,1478392673,9781478392675.0,CreateSpace,Quantum Roots,Kyle Keyes,1343804400000.0,,"75, 89, 233, 1295, 1495",3187.0,33.0,262.0,English,
https://www.goodreads.com/book/show/13497818-the-casual-vacancy,The Casual Vacancy,The Casual Vacancy,"A BIG NOVEL ABOUT A SMALL TOWN ...When Barry Fairbrother dies unexpectedly in his early forties, the little town of Pagford is left in shock. Pagford is, seemingly, an English idyll, with a cobbled market square and an ancient abbey, but what lies behind the pretty façade is a town at war. Rich at war with poor, teenagers at war with their parents, wives at war with their husbands, teachers at war with their pupils…. Pagford is not what it first seems. And the empty seat left by Barry on the town’s council soon becomes the catalyst for the biggest war the town has yet seen. Who will triumph in an election fraught with passion, duplicity and unexpected revelations?Blackly comic, thought-provoking and constantly surprising, The Casual Vacancy is J.K. Rowling’s first novel for adults.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509893913i/13497818.jpg,"Drama, Fiction, Novels, Audiobook, Contemporary, Adult, British Literature, Adult Fiction, Mystery, Unfinished",0316228532,0316228532,9780316228534.0,"Little, Brown and Company",,J.K. Rowling,1348729200000.0,"Sukhvinder Jawanda, Terri Weedon, Gavin Hughes, Barry Fairbrother, Simon Price, Kay Bawden, Colin ""Cubby"" Wall, Tessa Wall, Stuart ""Fats"" Wall, Samantha Mollison, Krystal Weedon, Mary Fairbrother, Vikram Jawanda, Andrew Price, Ruth Price, Gaia Bawden, Howard Mollison, Shirley Mollison, Robbie Weedon, Parminder Jawanda, Miles Mollison","30093, 48765, 97520, 97572, 55833",329783.0,32636.0,503.0,English,"United Kingdom, Pagford, England"
https://www.goodreads.com/book/show/59364173-i-m-glad-my-mom-died,I'm Glad My Mom Died,I'm Glad My Mom Died,"A heartbreaking and hilarious memoir by iCarly and Sam &amp; Cat star Jennette McCurdy about her struggles as a former child actor—including eating disorders, addiction, and a complicated relationship with her overbearing mother—and how she retook control of her life.Jennette McCurdy was six years old when she had her first acting audition. Her mother’s dream was for her only daughter to become a star, and Jennette would do anything to make her mother happy. So she went along with what Mom called “calorie restriction,” eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided, “Your eyelashes are invisible, okay? You think Dakota Fanning doesn’t tint hers?” She was even showered by Mom until age sixteen while sharing her diaries, email, and all her income.In I’m Glad My Mom Died, Jennette recounts all this in unflinching detail—just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly , she is thrust into fame. Though Mom is ecstatic, emailing fan club moderators and getting on a first-name basis with the paparazzi (“Hi Gale!”), Jennette is riddled with anxiety, shame, and self-loathing, which manifest into eating disorders, addiction, and a series of unhealthy relationships. These issues only get worse when, soon after taking the lead in the iCarly spinoff Sam &amp; Cat alongside Ariana Grande, her mother dies of cancer. Finally, after discovering therapy and quitting acting, Jennette embarks on recovery and decides for the first time in her life what she really wants.Told with refreshing candor and dark humor, I’m Glad My Mom Died is an inspiring story of resilience, independence, and the joy of shampooing your own hair.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1649286799i/59364173.jpg,"Memoir, Audiobook, Contemporary, Adult, Biography, Mental Health, Biography Memoir, Humor, Autobiography, Nonfiction",,,,Simon & Schuster,,Jennette McCurdy,1660028400000.0,,"3472, 12070, 83054, 342275, 598417",1039288.0,109155.0,320.0,English,California
https://www.goodreads.com/book/show/76715522-kingdom-of-ash,Kingdom of Ash,"Kingdom of Ash (Throne of Glass, #7)","An alternative cover edition for this ISBN can be found here.Aelin Galathynius has vowed to save her people ― but at a tremendous cost. Locked within an iron coffin by the Queen of the Fae, Aelin must draw upon her fiery will as she endures months of torture. The knowledge that yielding to Maeve will doom those she loves keeps her from breaking, but her resolve is unraveling with each passing day…With Aelin captured, friends and allies are scattered to different fates. Some bonds will grow even deeper, while others will be severed forever. As destinies weave together at last, all must fight if Erilea is to have any hope of salvation.Years in the making, Sarah J. Maas's New York Times bestselling Throne of Glass series draws to an explosive conclusion as Aelin fights to save herself―and the promise of a better world.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1673567331i/76715522.jpg,"Fiction, New Adult, Fae, High Fantasy, Young Adult, Magic, Romance, Fantasy, Fantasy Romance, Young Adult Fantasy",,1639731067,9781639731060.0,Bloomsbury Publishing,Throne of Glass,Sarah J. Maas,1676361600000.0,"Lorcan Salvaterre, Chaol Westfall, Dorian Havilliard, Celaena Sardothien, Aelin Ashryver Galathynius, Rowan Whitethorn, Manon Blackbeak, Aedion Ashryver, Elide Lochan","2448, 5270, 26172, 103178, 454667",591735.0,61756.0,984.0,English,
https://www.goodreads.com/book/show/59900661-the-whalebone-theatre,The Whalebone Theatre,The Whalebone Theatre," A transporting, irresistible debut novel that takes its heroine, Cristabel Seagrave, from a theatre in the gargantuan cavity of a beached whale into undercover operations during World War II—a story of love, family, bravery, lost innocence, and self-transformation.  One blustery night in 1928, a whale washes up on the shores of the English Channel. By law, it belongs to the King, but twelve-year-old orphan Cristabel Seagrave has other plans. She and the rest of the household—her sister, Flossie; her brother, Digby, long-awaited heir to Chilcombe manor; Maudie Kitcat, kitchen maid; Taras, visiting artist—build a theatre from the beast’s skeletal rib cage. Within the Whalebone Theatre, Cristabel can escape her feckless stepparents and brisk governesses, and her imagination comes to life. As Cristabel grows into a headstrong young woman, World War II rears its head. She and Digby become British secret agents on separate missions in Nazi-occupied France—a more dangerous kind of playacting, it turns out, and one that threatens to tear the family apart.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655837688i/59900661.jpg,"World War II, War, Fiction, Audiobook, Literary Fiction, Historical, Family, British Literature, Adult Fiction, Historical Fiction",0593321707,0593321707,9780593321706.0,Knopf,,Joanna   Quinn,1664866800000.0,,"291, 1036, 4961, 11108, 9684",27080.0,3112.0,558.0,English,
https://www.goodreads.com/book/show/197375895-house-of-vampires-and-flame,House of Vampires and Flame,House of Vampires and Flame (Shades of Ruin and Magic Book 1),"The gods are dead.At least, that’s what everyone else seems to think.I, however, know the truth. My father, the God of Ruin, is coming, and with him, everything will fall.Hiding out at this dangerous academy can only protect me for so long, even if I am disguised as a boy to avoid the brutal Bride Trials.One of the cruel princes of the school, Killian, watches me from the shadows.Waiting.Biding his time.I fear that when he catches me, he’ll either be my salvation…Or my downfall.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1695846077i/197375895.jpg,"Fiction, High Fantasy, Novels, Epic Fantasy, Magic, Adventure, Fantasy, Speculative Fiction, Epic, Science Fiction Fantasy",B0CG4XS8FQ,,9798989100798.0,House of Shades and Fantasy,Shades of Ruin and Magic,Meg Xuemei X,1696143600000.0,,"59, 101, 309, 714, 1135",2318.0,146.0,422.0,English,
https://www.goodreads.com/book/show/3128411-bone-crossed,Bone Crossed,"Bone Crossed (Mercy Thompson, #4)","By day, Mercy is a car mechanic in the sprawling Tri-Cities of Eastern Washington. By night, she explores her preternatural side. As a shapeshifter with some unique talents, Mercy has often found herself having to maintain a tenuous harmony between the human and the not so human. This time she may get more than she bargained for.Marsilia, the local Vampire Queen, has learned that Mercy crossed her by slaying a member of her clan—and she's out for blood. But since Mercy is protected from direct reprisal by the werewolf pack (and her close relationship with its sexy Alpha), it won't be Mercy's blood Marsilia is after.It'll be her friends'.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1305738183i/3128411.jpg,"Fiction, Paranormal, Fae, Vampires, Paranormal Romance, Urban Fantasy, Shapeshifters, Romance, Fantasy, Werewolves",1841496863,1841496863,9781841496863.0,Orbit,"Mercy Thompson, Mercy Thompson World",Patricia Briggs,1233820800000.0,"Stefan Uccello, Adam Hauptman, Mercy Thompson, Zee (Siebold Adelbertsmiter), Darryl Zao, Kyle Brooks, Marsilia, Ben Shaw, Elizaveta Arkadyevna Vyshnevetskaya, Warren Smith, Jesse Hauptman, Samuel Cornick, Tony Montenegro, Wulfe, Margi Thompson, Uncle Mike","467, 1437, 13210, 40859, 54768",110741.0,3616.0,292.0,English,"Washington (state), Spokane, Washington, Tri-Cities, Washington, The United States of America"
https://www.goodreads.com/book/show/28249.The_Magicians_Guild,The Magicians' Guild,"The Magicians' Guild (Black Magician Trilogy, #1)","""We should expect this young woman to be more powerful than our average novice, possibly even more powerful than the average magician.""This year, like every other, the magicians of Imardin gather to purge the city of undesirables. Cloaked in the protection of their sorcery, they move with no fear of the vagrants and miscreants who despise them and their work-—until one enraged girl, barely more than a child, hurls a stone at the hated invaders...and effortlessly penetrates their magical shield.What the Magicians' Guild has long dreaded has finally come to pass. There is someone outside their ranks who possesses a raw power beyond imagining, an untrained mage who must be found and schooled before she destroys herself and her city with a force she cannot yet control.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327356788i/28249.jpg,"Fiction, High Fantasy, Young Adult, Epic Fantasy, Magic, Adult, Adventure, Fantasy, Romance, Science Fiction Fantasy",B002JJ66GM,1841493139,9781841493138.0,Orbit,"The Black Magician Trilogy, Kyralia Universe",Trudi Canavan,1075536000000.0,"Rothen, Sonea, Akkarin","1589, 4587, 18494, 32140, 28280",85090.0,3459.0,467.0,English,Kyralia
https://www.goodreads.com/book/show/24983.Doomsday_Book,Doomsday Book,"Doomsday Book (Oxford Time Travel, #1)","For Kivrin, preparing an on-site study of one of the deadliest eras in humanity's history was as simple as receiving inoculations against the diseases of the fourteenth century and inventing an alibi for a woman traveling alone. For her instructors in the twenty-first century, it meant painstaking calculations and careful monitoring of the rendezvous location where Kivrin would be received.But a crisis strangely linking past and future strands Kivrin in a bygone age as her fellows try desperately to rescue her. In a time of superstition and fear, Kivrin--barely of age herself--finds she has become an unlikely angel of hope during one of history's darkest hours.Connie Willis draws upon her understanding of the universalities of human nature to explore the ageless issues of evil, suffering, and the indomitable will of the human spirit.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403972500i/24983.jpg,"Fiction, Audiobook, Science Fiction, Historical, Science Fiction Fantasy, Fantasy, Speculative Fiction, Historical Fiction, Time Travel, Medieval",0553562738,0553562738,9780553562736.0,Bantam Spectra,Oxford Time Travel,Connie Willis,709974000000.0,"James Dunworthy, Kivrin Engle, Badri Chaudhuri","1516, 3381, 10517, 21354, 23627",60395.0,6721.0,578.0,English,"United Kingdom, Oxford University, Oxford, England, Oxfordshire, England, Oxford, Oxfordshire, England"
https://www.goodreads.com/book/show/60049861-the-romantic,The Romantic,The Romantic,"Set in the 19th century, The Romantic is the story of life itself. Following the roller-coaster fortunes of a man as he tries to negotiate the random stages, adventures and vicissitudes of his existence, from being a soldier to a pawnbroker, from being a jailbird to a gigolo to a diplomat - this is an intimate yet sweeping epic.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659219681i/60049861.jpg,"Fiction, Literary Fiction, Historical, Travel, Adventure, Literature, Romance, Ireland, Novels, Historical Fiction",0241542030,0241542030,9780241542033.0,VIKIN,,William  Boyd,1664607600000.0,,"64, 198, 1032, 2651, 2654",6599.0,656.0,451.0,English,
